book_id,num_reviews,avg_rating,title
0919345476,17,4.294117647058823,The Witches' God: Lord of the Dance
0812505778,18,2.7777777777777777,The Last Book of Swords: Shieldbreaker's Story (Swords Series)
B0006BVZCU,2,5.0,The pioneer twins
B000KL60R6,2,4.0,May You Die in Ireland
1581341652,7,4.857142857142857,The Grace of Repentance (Today's Issues)
1860744338,4,4.5,Bob Marley
B00007FY8V,5,3.6,Using and Managing Ppp
034532062X,6,4.5,Gor #02 Outlaw of Gor
1556704712,2,5.0,Funny Cats Postcard Book
B000MUBX86,2,5.0,"Computational Chemistry of Solid State Materials : A Guide for Materials Scientists, Chemists, Physicists and others"
0865340862,1,3.0,Adobe: Remodeling & Fireplaces
B000H5AXXC,2,4.5,"When It's Time to Move, a Guide to Changing Churches"
1591130956,3,4.0,Caleb's Daughter
B000OWXLQE,1,5.0,Hallie's Hero
0735540055,2,5.0,Federal Income Taxation (Law in a Flash Cards)
B0007ESV6Y,4,4.25,Selected poems (The Pocket poets series)
B000MV8HV6,14,4.5,Bad Hair
0345325524,1,1.0,Death's Gray Land (Destiny Makers)
1584851376,12,4.75,Angelina's Birthday
B0007DMFMG,1,5.0,Berlioz and the romantic century
1577490649,1,5.0,Born Early
069811776X,2,4.0,Bird Watch
0195136772,2,5.0,"Dictionary of Nature Myths: Legends of the Earth, Sea, and Sky"
0758207743,20,4.25,Bad Boys in Black Tie
1425329322,1,5.0,The Legend Of Ragnarok
B000MV8HHU,35,4.085714285714285,The Wind in the Willows
B0008BZ3US,5,5.0,Shakespeare (Doubleday anchor books)
0713484136,7,2.7142857142857144,Inside the Prisoner: Radical Television and Film in the 1960s
B00089R2VI,1,5.0,Elementary lessons in electricity & magnetism
B000H7EKEI,1,5.0,The Diary of A.N
1885764014,1,5.0,Discovering Your Psychic World
0738538833,1,5.0,Hockey in Broome County (NY) (Images of Sports)
0886772192,1,4.0,Star Hunters (Diadem)
0136159168,3,4.666666666666667,Practical Business Math: An Applications Approach
0916144828,2,1.5,Victorian Gothic Designs (International Design Library)
B000KYRGGW,1,3.0,"The Kosciuszko Foundation Dictionary, Vol. 1: English-Polish"
0963907069,2,5.0,Birthing Ways - Healing Ways
0472094785,1,4.0,Double Passage: The Lives of Caribbean Migrants Abroad and Back Home
0071441662,35,4.457142857142857,Lange Q&A; - Radiography Examination
B000N7EUUG,4,4.0,"Designing Organizations An Executive Guide to Strategy, Structure, and Process"
0888392699,2,4.5,Trees of the West
141373037X,4,5.0,Snake Eyes: An Alex Stone Novel
0816514445,6,4.166666666666667,Bighorse the Warrior
081331383X,1,3.0,Ancient Civilizations Of The New World (Essays in World History)
B0006DWYY6,6,4.666666666666667,The men in blue: Conversations with umpires
B000GLTDJM,1,5.0,A Portion in Paradise and other Jewish folktales
0806526068,6,4.166666666666667,Occult Investigator: Real Cases From The Files Of X-investigations
B000NZ7Q0Y,4,4.75,Madeleine Takes Command
B000JD9SVA,5,4.2,Graphic Design Manual: Principles and Practice
B0006D981S,2,5.0,So Long as Love Remembers
1556522258,1,4.0,Searching for Isabel Godin
0764538926,19,4.764705882352941,Betty Crocker 4-Ingredient Dinners
0966640403,11,5.0,A Search for Meaning: The Story of Rex
0761812377,1,5.0,The Totalitarian Kingdom of God: The Political Philosophy of E. Stanley Jones
B000MU83RU,1,4.0,Shoestrings: No Time for Dinosaurs (Shoestrings)
0847824101,3,5.0,Balthus
1594730385,1,5.0,The Hidden Gospel of Matthew (SkyLight Illuminations)
B0006D98E0,4,5.0,Way to Wisdom: An Introduction to Philosophy
184352080X,4,3.25,Talk Now! Tagalog (French Edition)
159102093X,2,3.0,Biowarrior: Inside the Soviet/Russian Biological War Machine
0884003167,1,5.0,American English Compendium
B0007DNB1U,1,3.0,"Fort Davis National Historic Site, Texas, (National Park Service historical handbook series)"
B000MU83RK,10,4.8,Simple Kabbalah (Simple Wisdom Book)
0671027182,4,5.0,A Titanic Journey Across the Sea 1912 (American Sisters)
0879856580,3,4.0,KODAK Photographic Filters Handbook (Kodak Publication)
B000879GRS,11,4.454545454545454,"The compleat angler: Or, The contemplative man's recreation (Little library)"
192977415X,1,5.0,We Made the Headlines Possible: The Critical Contribution of the Rear Echelon in World War II
B0006CREB0,1,4.0,Music and musical instruments in the world of Islam
037369153X,2,4.5,Mistletoe Over Manhattan (Harlequin Temptation)
B000MU83KM,11,3.909090909090909,Venus on Top: Women Who Are Born to Lead and the Men Who Love Them
0671641050,78,4.384615384615385,Lover
B00007FY8X,1,3.0,Common Information Model: Implementing the Object Model for Enterprise Management
0764131567,2,4.5,Why Should I Save Energy?
9992287055,3,3.6666666666666665,Progressive Fingerpicking Guitar
B000HWYSGS,4,4.25,The Madness of Prince Hamlet
0446608548,4,4.0,The Temple and the Crown
0314016422,2,4.5,Sports Law in a Nutshell (Nutshell Series)
B00089L7X2,14,4.615384615384615,Lorna Doone: A romance of Exmoor
9020419447,1,4.0,Rotterdam 650 years: Fifty years of reconstruction
0688166296,8,4.75,The Tao of Womanhood: Ten Lessons for Power and Peace
1883249872,4,4.25,Basics of Mortgage-Backed Securities (Frank J. Fabozzi Series)
0791017761,3,5.0,Saddam Hussein (Chelsea House Library of Biography)
0743418549,18,2.7222222222222223,Gateways #1: One Small Step (Star Trek)
0263834980,2,3.5,"Chaperon Bride, the (Historical Romance)"
0071446524,66,4.569230769230769,Crucial Confrontations
0618302417,6,4.0,Atomic Farmgirl: Growing Up Right in the Wrong Place
0070595895,1,5.0,Car wars: The untold story
1413781780,3,4.666666666666667,Ass Whippings
B000HK7VW8,2,4.0,White Banners
0345252403,1,5.0,Old-Fashioned Ckbk
0813318793,2,4.0,"Torture And Modernity: Self, Society, And State In Modern Iran (Institutional Structures of Feeling)"
0821261819,12,4.833333333333333,101 Cataclysms: For the Love of Cats
1560241527,1,2.0,"Residential Care Services for the Elderly: Business Guide for Home-Based Eldercare (Monograph Published Simultaneously As the Journal of Housing for the Elderly , Vol 8, No 2)"
9994619950,1,5.0,Lord in Waiting
B000N7GM3Y,1,4.0,OF CABBAGES AND KINGS COUNTY: AGRICULTURE AND THE FORMATION OF MODERN BROOKLYN.
1591131596,1,5.0,The Beggar King: A Quest for the Mystic Female
0941532224,4,5.0,"The Eye of the Heart: Metaphysics, Cosmology, Spiritual Life (Library of Traditional Wisdom)"
0174450885,1,5.0,Punto Por Punto
B000GKOW4O,4,4.0,"Mister, You Got Yourself a Horse"
B000H0U9NQ,58,4.5964912280701755,Jubilee
0324187769,7,4.0,How to List and Sell Real Estate: Executing New Basics for Higher Profits
B0006WTIF0,6,5.0,Recollections of a Confederate staff officer
0321172388,8,4.25,Extending Acrobat Forms with JavaScript
0473056070,2,5.0,The Faces of Homoeopathy
1855063352,3,5.0,The Works of George Berkeley (Major works)
0787953598,8,4.875,Leading for Innovation: And Organizing For Results
B000N2QCNO,1,4.0,Nonsuch: Land Of Water
0030568161,2,4.0,Anti Coloring Book of Exploring Space
B000NPS0R2,1,5.0,Clarence Goes to Town
1570671125,8,4.5,Tofu Quick & Easy
1556611366,2,3.5,A Higher Call
006029776X,8,4.875,Rowan and the Keeper of the Crystal (Rowan of Rin)
B00005XZDT,1,5.0,"Woman at the window, a novel"
0613522583,2,5.0,Extraordinary African Americans (Turtleback School & Library Binding Edition)
B000MCASDU,73,4.111111111111111,EXPENDABLE.
1887169423,4,3.0,The Very Best Wedding Planner & Organizer
1860219586,6,4.333333333333333,The Monkey King
1577180933,5,4.2,Vietnam and the Transformation of American Life (Problems in American History)
B000J36106,1,4.0,Click of Triangle T
0030982383,14,4.142857142857143,Principles of Economics
B000MU83KW,19,3.9444444444444446,Horse Sense for People
B0001GDR2G,23,4.434782608695652,The American [Jimcin Edition]
0802710980,1,4.0,A Leaf in the Wind: Travels in Africa
B000K6GPLM,21,4.714285714285714,The Legend of Deathwalker
0066237432,16,4.5625,Power of Three
0977112403,3,5.0,Out of the Cave
B00007FYAR,9,4.333333333333333,Novell's CNE Study Guide for Core Technologies
0786903953,2,3.0,"The Rjurik Highlands (AD&D; 2nd Edition, Birthright Campaign Expansion, 3121)"
0738708070,4,5.0,Creative Visualization for Beginners
0894102133,2,4.0,Children of Gebelawi (African writers series)
1857921674,1,5.0,D.l. Moody- Moody Without Sankey (HistoryMakers)
0943864984,6,4.666666666666667,Magda Rose
0689504292,2,5.0,"Me, Myself and I"
1560446137,6,4.166666666666667,Paddling Okefenokee National Wildlife Refuge
157521380X,35,3.5142857142857142,"HTML 4 Unleashed, Professional Reference Edition (2nd Edition)"
0974644927,2,5.0,Passions and Patience: Fostering Earth's Future Through Unlikely Partnerships
0688071643,2,4.0,Perry Mason in the Case of Too Many Murders
B000MU837K,9,4.888888888888889,The Earth Speaks
0822317168,1,5.0,Dispatches from the Front: Theological Engagements with the Secular
0886777038,1,4.0,Sword and sorceress xiii
0809080699,2,5.0,"The Repeal of Reticence: A History of America's Cultural and Legal Struggles over Free Speech, Obscenity, Sexual Liberation, and Modern Art"
B000O1UCCQ,651,4.599383667180278,The Clan of the Cave Bear
B000OTPAJI,12,4.25,Fattitudes: Beat Self-Defeat and Win Your War With Weight
